run,interval,reqrate,rate,resp,MB/sec,Read_rate,Read_resp,Write_rate,Write_resp,MB_read,MB_write,Xfersize,Mkdir_rate,Mkdir_resp,Rmdir_rate,Rmdir_resp,Create_rate,Create_resp,Open_rate,Open_resp,Close_rate,Close_resp,Delete_rate,Delete_resp,Getattr_rate,Getattr_resp,Setattr_rate,Setattr_resp,Copy_rate,Copy_resp,Move_rate,Move_resp,compratio,dedupratio,cpu_used,cpu_user,cpu_kernel,cpu_wait,cpu_idle
rd1,255,999988.0000,29.0000,6474.2465,7.6055,0.0000,0.0000,29.0000,6474.2465,0.0000,7.6055,274996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,2.2222,1.1111,1.1111,0.0000,0.0000
rd1,256,999988.0000,33.0000,10065.2267,13.6367,0.0000,0.0000,33.0000,10065.2267,0.0000,13.6367,433307,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,2.1978,1.0989,1.0989,0.0000,0.0000
rd1,257,999988.0000,27.0000,7896.6686,9.3438,0.0000,0.0000,27.0000,7896.6686,0.0000,9.3438,362875,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,4.3011,1.0753,3.2258,0.0000,0.0000
rd1,258,999988.0000,50.0000,4309.3049,8.6055,0.0000,0.0000,50.0000,4309.3049,0.0000,8.6055,180469,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,1.1111,0.0000,1.1111,0.0000,0.0000
rd1,259,999988.0000,24.0000,8238.0945,8.3594,0.0000,0.0000,24.0000,8238.0945,0.0000,8.3594,365226,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,5.1546,1.0309,4.1237,0.0000,0.0000
rd1,260,999988.0000,16.0000,8182.5278,5.2148,0.0000,0.0000,16.0000,8182.5278,0.0000,5.2148,341760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,2.1505,0.0000,2.1505,0.0000,0.0000
rd1,261,999988.0000,15.0000,7146.9318,4.1914,0.0000,0.0000,15.0000,7146.9318,0.0000,4.1914,293000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,15.9574,12.7660,3.1915,0.0000,0.0000
rd1,262,999988.0000,37.0000,10573.1596,15.5820,0.0000,0.0000,37.0000,10573.1596,0.0000,15.5820,441593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,3.1579,1.0526,2.1053,0.0000,0.0000
rd1,263,999988.0000,32.0000,6499.3269,8.3086,0.0000,0.0000,32.0000,6499.3269,0.0000,8.3086,272256,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,3.1915,1.0638,2.1277,0.0000,0.0000
rd1,264,999988.0000,64.0000,6104.1370,15.7578,0.0000,0.0000,64.0000,6104.1370,0.0000,15.7578,258176,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0640,1.0000,0.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,1.1236,0.0000,1.1236,0.0000,0.0000
rd1,265,999988.0000,31.0000,8493.8273,10.7227,0.0000,0.0000,31.0000,8493.8273,0.0000,10.7227,362694,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,2.1978,1.0989,1.0989,0.0000,0.0000
rd1,266,999988.0000,51.0000,6830.2239,14.6211,0.0000,0.0000,51.0000,6830.2239,0.0000,14.6211,300614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,1.0989,0.0000,1.0989,0.0000,0.0000
rd1,267,999988.0000,34.0000,6472.0676,8.8750,0.0000,0.0000,34.0000,6472.0676,0.0000,8.8750,273709,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,6.1856,2.0619,4.1237,0.0000,0.0000
rd1,268,999988.0000,24.0000,6090.6909,5.8711,0.0000,0.0000,24.0000,6090.6909,0.0000,5.8711,256512,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,2.1739,1.0870,1.0870,0.0000,0.0000
rd1,269,999988.0000,36.0000,6673.8584,9.7617,0.0000,0.0000,36.0000,6673.8584,0.0000,9.7617,284330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,3.2258,0.0000,3.2258,0.0000,0.0000
rd1,270,999988.0000,60.0000,8379.4658,20.6211,0.0000,0.0000,60.0000,8379.4658,0.0000,20.6211,360379,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,2.2727,0.0000,2.2727,0.0000,0.0000
rd1,271,999988.0000,37.0000,6692.7435,10.2188,0.0000,0.0000,37.0000,6692.7435,0.0000,10.2188,289598,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,2.2472,1.1236,1.1236,0.0000,0.0000
rd1,272,999988.0000,34.0000,10485.7644,14.4922,0.0000,0.0000,34.0000,10485.7644,0.0000,14.4922,446945,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,4.0816,1.0204,3.0612,0.0000,0.0000
rd1,273,999988.0000,12.0000,8510.7754,4.1016,0.0000,0.0000,12.0000,8510.7754,0.0000,4.1016,358400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,2.1277,1.0638,1.0638,0.0000,0.0000
rd1,274,999988.0000,60.0000,5590.3867,14.9102,0.0000,0.0000,60.0000,5590.3867,0.0000,14.9102,260573,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,4.2553,0.0000,4.2553,0.0000,0.0000
rd1,275,999988.0000,44.0000,8373.2367,15.0117,0.0000,0.0000,44.0000,8373.2367,0.0000,15.0117,357748,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,1.1628,0.0000,1.1628,0.0000,0.0000
rd1,276,999988.0000,48.0000,6546.9064,13.4063,0.0000,0.0000,48.0000,6546.9064,0.0000,13.4063,292864,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,2.1739,0.0000,2.1739,0.0000,0.0000
