run,interval,reqrate,rate,resp,MB/sec,Read_rate,Read_resp,Write_rate,Write_resp,MB_read,MB_write,Xfersize,Mkdir_rate,Mkdir_resp,Rmdir_rate,Rmdir_resp,Create_rate,Create_resp,Open_rate,Open_resp,Close_rate,Close_resp,Delete_rate,Delete_resp,Getattr_rate,Getattr_resp,Setattr_rate,Setattr_resp,Copy_rate,Copy_resp,Move_rate,Move_resp,compratio,dedupratio,cpu_used,cpu_user,cpu_kernel,cpu_wait,cpu_idle
rd1,11,999988.0000,933.0000,4.2739,3.6445,478.0000,8.3156,455.0000,0.0278,1.8672,1.7773,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,28.5714,7.1429,21.4286,0.0000,0.0000
rd1,12,999988.0000,1068.0000,3.7305,4.1719,539.0000,7.3595,529.0000,0.0330,2.1055,2.0664,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,15.0538,0.0000,15.0538,0.0000,0.0000
rd1,13,999988.0000,3897.0000,0.9870,15.2227,1840.0000,2.0750,2057.0000,0.0139,7.1875,8.0352,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0440,3.0000,0.0370,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,38.1443,9.2784,28.8660,0.0000,0.0000
rd1,14,999988.0000,860.0000,4.5903,3.3594,441.0000,8.9177,419.0000,0.0357,1.7227,1.6367,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0700,1.0000,0.0450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,15.0538,1.0753,13.9785,0.0000,0.0000
rd1,15,999988.0000,670.0000,5.9421,2.6172,347.0000,11.4335,323.0000,0.0427,1.3555,1.2617,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,16.6667,0.0000,16.6667,0.0000,0.0000
rd1,16,999988.0000,5736.0000,0.6637,22.4062,2848.0000,1.3268,2888.0000,0.0099,11.1250,11.2813,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0477,3.0000,0.0307,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,31.9588,2.0619,29.8969,0.0000,0.0000
rd1,17,999988.0000,452.0000,8.8733,1.7656,218.0000,18.3519,234.0000,0.0428,0.8516,0.9141,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,12.3711,0.0000,12.3711,0.0000,0.0000
rd1,18,999988.0000,602.0000,6.5943,2.3516,296.0000,13.3545,306.0000,0.0550,1.1563,1.1953,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,15.7895,0.0000,15.7895,0.0000,0.0000
rd1,19,999988.0000,525.0000,7.5830,2.0508,297.0000,13.3631,228.0000,0.0537,1.1602,0.8906,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,16.3265,0.0000,16.3265,0.0000,0.0000
rd1,20,999988.0000,579.0000,6.8097,2.2617,279.0000,14.0859,300.0000,0.0428,1.0898,1.1719,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,13.5417,1.0417,12.5000,0.0000,0.0000
rd1,21,999988.0000,692.0000,5.7844,2.7031,344.0000,11.5996,348.0000,0.0361,1.3438,1.3594,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,14.8936,1.0638,13.8298,0.0000,0.0000
rd1,22,999988.0000,733.0000,5.3810,2.8633,363.0000,10.8296,370.0000,0.0355,1.4180,1.4453,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,15.7895,1.0526,14.7368,0.0000,0.0000
rd1,23,999988.0000,772.0000,5.1633,3.0156,376.0000,10.5629,396.0000,0.0364,1.4688,1.5469,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,13.9785,0.0000,13.9785,0.0000,0.0000
rd1,24,999988.0000,849.0000,4.6575,3.3164,453.0000,8.6984,396.0000,0.0348,1.7695,1.5469,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,18.5567,1.0309,17.5258,0.0000,0.0000
rd1,25,999988.0000,881.0000,4.5091,3.4414,440.0000,8.9969,441.0000,0.0315,1.7188,1.7227,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,15.6250,2.0833,13.5417,0.0000,0.0000
rd1,26,999988.0000,1054.0000,3.7569,4.1172,542.0000,7.2745,512.0000,0.0331,2.1172,2.0000,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,20.2020,0.0000,20.2020,0.0000,0.0000
rd1,27,999988.0000,1148.0000,3.4389,4.4844,570.0000,6.8590,578.0000,0.0661,2.2266,2.2578,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0560,1.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,20.0000,1.0000,19.0000,0.0000,0.0000
rd1,28,999988.0000,779.0000,5.0870,3.0430,379.0000,10.4220,400.0000,0.0320,1.4805,1.5625,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.0835,2.0000,0.0445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,17.3469,0.0000,17.3469,0.0000,0.0000
rd1,29,999988.0000,719.0000,5.4499,2.8086,368.0000,10.6136,351.0000,0.0361,1.4375,1.3711,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,17.7083,2.0833,15.6250,0.0000,0.0000
rd1,30,999988.0000,597.0000,6.7102,2.3320,306.0000,13.0532,291.0000,0.0402,1.1953,1.1367,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0440,1.0000,0.0310,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,12.7660,0.0000,12.7660,0.0000,0.0000
rd1,31,999988.0000,810.0000,4.8957,3.1641,400.0000,9.8783,410.0000,0.0345,1.5625,1.6016,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,13.9785,0.0000,13.9785,0.0000,0.0000
rd1,32,999988.0000,1110.0000,3.5141,4.3359,560.0000,6.9354,550.0000,0.0306,2.1875,2.1484,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,16.4835,0.0000,16.4835,0.0000,0.0000
rd1,33,999988.0000,1123.0000,3.1607,4.3867,565.0000,6.2613,558.0000,0.0212,2.2070,2.1797,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,20.0000,0.0000,20.0000,0.0000,0.0000
rd1,34,999988.0000,5691.0000,0.7450,22.2305,2874.0000,1.4654,2817.0000,0.0100,11.2266,11.0039,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0380,3.0000,0.0280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,27.0000,0.0000,27.0000,0.0000,0.0000
rd1,35,999988.0000,449.0000,8.8316,1.7539,232.0000,17.0619,217.0000,0.0324,0.9063,0.8477,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,11.3402,0.0000,11.3402,0.0000,0.0000
rd1,36,999988.0000,700.0000,5.6293,2.7344,337.0000,11.6542,363.0000,0.0360,1.3164,1.4180,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,17.7083,2.0833,15.6250,0.0000,0.0000
rd1,37,999988.0000,779.0000,5.1531,3.0430,376.0000,10.6355,403.0000,0.0379,1.4688,1.5742,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,15.0538,0.0000,15.0538,0.0000,0.0000
rd1,38,999988.0000,670.0000,5.8642,2.6172,332.0000,11.7973,338.0000,0.0365,1.2969,1.3203,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,19.0000,2.0000,17.0000,0.0000,0.0000
rd1,39,999988.0000,846.0000,4.7136,3.3047,403.0000,9.8610,443.0000,0.0309,1.5742,1.7305,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,13.8298,0.0000,13.8298,0.0000,0.0000
rd1,40,999988.0000,718.0000,5.4917,2.8047,388.0000,10.1347,330.0000,0.0327,1.5156,1.2891,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,13.6842,1.0526,12.6316,0.0000,0.0000
rd1,41,999988.0000,777.0000,5.1208,3.0352,367.0000,10.7999,410.0000,0.0373,1.4336,1.6016,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0580,1.0000,0.0420,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,16.8421,0.0000,16.8421,0.0000,0.0000
rd1,42,999988.0000,732.0000,5.3520,2.8594,368.0000,10.6133,364.0000,0.0329,1.4375,1.4219,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,14.5833,1.0417,13.5417,0.0000,0.0000
rd1,43,999988.0000,1106.0000,3.6266,4.3203,512.0000,7.7985,594.0000,0.0305,2.0000,2.3203,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0610,1.0000,0.0420,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,21.6495,1.0309,20.6186,0.0000,0.0000
rd1,44,999988.0000,417.0000,9.4328,1.6289,206.0000,19.0611,211.0000,0.0326,0.8047,0.8242,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,17.9245,0.0000,17.9245,0.0000,0.0000
rd1,45,999988.0000,946.0000,4.1555,3.6953,445.0000,8.8023,501.0000,0.0281,1.7383,1.9570,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0610,1.0000,0.1570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,15.4639,0.0000,15.4639,0.0000,0.0000
rd1,46,999988.0000,1162.0000,3.3962,4.5391,592.0000,6.6190,570.0000,0.0489,2.3125,2.2266,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,17.0213,0.0000,17.0213,0.0000,0.0000
rd1,47,999988.0000,3234.0000,1.2079,12.6328,1615.0000,2.3969,1619.0000,0.0219,6.3086,6.3242,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0620,1.0000,0.0590,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,30.2083,2.0833,28.1250,0.0000,0.0000
rd1,48,999988.0000,1870.0000,2.0843,7.3047,885.0000,4.3860,985.0000,0.0163,3.4570,3.8477,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0290,1.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,17.5258,1.0309,16.4948,0.0000,0.0000
rd1,49,999988.0000,451.0000,8.3083,1.7617,225.0000,16.5552,226.0000,0.0980,0.8789,0.8828,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0360,1.0000,0.0230,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,17.9245,0.0000,17.9245,0.0000,0.0000
rd1,50,999988.0000,266.0000,15.6624,1.0391,142.0000,28.3895,124.0000,1.0879,0.5547,0.4844,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,13.4021,0.0000,13.4021,0.0000,0.0000
rd1,51,999988.0000,549.0000,7.2222,2.1445,275.0000,14.3715,274.0000,0.0467,1.0742,1.0703,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,13.6842,0.0000,13.6842,0.0000,0.0000
rd1,52,999988.0000,596.0000,6.7447,2.3281,286.0000,14.0121,310.0000,0.0400,1.1172,1.2109,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,11.9565,0.0000,11.9565,0.0000,0.0000
rd1,53,999988.0000,752.0000,5.2440,2.9375,365.0000,10.7669,387.0000,0.0350,1.4258,1.5117,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,13.8298,0.0000,13.8298,0.0000,0.0000
rd1,54,999988.0000,597.0000,6.6219,2.3320,304.0000,12.9668,293.0000,0.0387,1.1875,1.1445,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,12.7660,0.0000,12.7660,0.0000,0.0000
rd1,55,999988.0000,667.0000,5.9788,2.6055,323.0000,12.2990,344.0000,0.0445,1.2617,1.3438,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,14.5833,1.0417,13.5417,0.0000,0.0000
rd1,56,999988.0000,601.0000,6.5650,2.3477,296.0000,13.2945,305.0000,0.0342,1.1563,1.1914,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,16.3265,0.0000,16.3265,0.0000,0.0000
rd1,57,999988.0000,3288.0000,1.1807,12.8438,1636.0000,2.3606,1652.0000,0.0122,6.3906,6.4531,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.0445,2.0000,0.0315,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,24.2424,1.0101,23.2323,0.0000,0.0000
rd1,58,999988.0000,589.0000,6.7410,2.3008,303.0000,13.0700,286.0000,0.0358,1.1836,1.1172,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,11.7021,0.0000,11.7021,0.0000,0.0000
rd1,59,999988.0000,701.0000,5.6561,2.7383,322.0000,12.2760,379.0000,0.0319,1.2578,1.4805,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,13.6842,0.0000,13.6842,0.0000,0.0000
rd1,60,999988.0000,257.0000,14.0988,1.0039,119.0000,30.4222,138.0000,0.0228,0.4648,0.5391,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,15.0943,0.0000,15.0943,0.0000,0.0000
rd1,61,999988.0000,845.0000,5.0936,3.3008,398.0000,10.7794,447.0000,0.0310,1.5547,1.7461,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,14.8936,2.1277,12.7660,0.0000,0.0000
rd1,62,999988.0000,868.0000,4.5552,3.3906,403.0000,9.7756,465.0000,0.0309,1.5742,1.8164,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0590,1.0000,0.0450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,16.3265,0.0000,16.3265,0.0000,0.0000
rd1,63,999988.0000,662.0000,5.9904,2.5859,338.0000,11.6993,324.0000,0.0349,1.3203,1.2656,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,12.7660,0.0000,12.7660,0.0000,0.0000
rd1,64,999988.0000,604.0000,6.5986,2.3594,284.0000,14.0006,320.0000,0.0292,1.1094,1.2500,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0600,1.0000,0.0470,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,12.7660,0.0000,12.7660,0.0000,0.0000
rd1,65,999988.0000,441.0000,8.9278,1.7227,237.0000,16.5816,204.0000,0.0358,0.9258,0.7969,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0710,1.0000,0.0470,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,15.0000,0.0000,15.0000,0.0000,0.0000
rd1,66,999988.0000,217.0000,18.4966,0.8477,108.0000,37.1187,109.0000,0.0453,0.4219,0.4258,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,15.0943,0.0000,15.0943,0.0000,0.0000
rd1,67,999988.0000,494.0000,8.0752,1.9297,257.0000,15.4826,237.0000,0.0427,1.0039,0.9258,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,15.6250,0.0000,15.6250,0.0000,0.0000
rd1,68,999988.0000,537.0000,7.3756,2.0977,277.0000,14.2578,260.0000,0.0434,1.0820,1.0156,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,10.8696,0.0000,10.8696,0.0000,0.0000
rd1,69,999988.0000,616.0000,6.3710,2.4063,301.0000,13.0050,315.0000,0.0319,1.1758,1.2305,4096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,n/a,n/a,15.4639,1.0309,14.4330,0.0000,0.0000
